Concentration,Temperature,ConversionRate,InletFlow,InletConc,InletTemp,CoolantTemp,NextConcentration,NextTemperature,NextConversionRate
0.6740,344.51,0.95,0.14,12.37,302.17,291.35,0.6727,344.51,0.95
0.6727,344.51,0.95,0.04,12.33,302.22,291.41,0.6703,344.51,0.95
0.6703,344.51,0.95,0.00,12.28,302.22,291.39,0.6674,344.51,0.95
0.6674,344.51,0.95,0.03,12.33,302.24,291.24,0.6649,344.50,0.95
0.6649,344.50,0.95,0.03,12.30,302.35,291.28,0.6624,344.50,0.95
0.6624,344.50,0.95,0.00,12.28,302.40,291.16,0.6596,344.50,0.95
0.6596,344.50,0.95,0.00,12.34,302.25,291.09,0.6568,344.50,0.95
0.6568,344.50,0.95,0.00,12.44,302.14,291.07,0.6540,344.50,0.95
0.6540,344.50,0.95,0.00,12.50,301.81,290.93,0.6513,344.50,0.95
0.6513,344.50,0.95,0.00,12.46,301.87,291.06,0.6485,344.50,0.95
0.6485,344.50,0.95,0.00,12.66,301.85,291.09,0.6457,344.50,0.95
0.6457,344.50,0.95,0.00,12.78,301.97,291.12,0.6430,344.50,0.95
0.6430,344.50,0.95,0.00,12.87,301.93,291.02,0.6403,344.50,0.95
0.6403,344.50,0.95,0.00,12.98,302.08,291.12,0.6376,344.50,0.95
0.6376,344.50,0.95,0.02,12.80,302.08,291.17,0.6350,344.50,0.95
0.6350,344.50,0.95,0.12,12.78,302.06,291.28,0.6338,344.50,0.95
0.6338,344.50,0.95,0.17,12.92,302.01,291.36,0.6333,344.49,0.95
0.6333,344.49,0.95,0.29,12.91,301.96,291.21,0.6342,344.48,0.95
0.6342,344.48,0.95,0.15,12.67,301.94,291.08,0.6333,344.47,0.95
0.6333,344.47,0.95,0.13,12.57,301.86,291.15,0.6322,344.47,0.95
0.6322,344.47,0.95,0.03,12.67,301.74,291.17,0.6299,344.46,0.95
0.6299,344.46,0.95,0.00,12.51,301.81,291.14,0.6272,344.46,0.95
0.6272,344.46,0.95,0.00,12.47,301.68,291.21,0.6246,344.46,0.95
0.6246,344.46,0.95,0.00,12.44,301.73,291.47,0.6219,344.46,0.95
0.6219,344.46,0.95,0.00,12.43,301.83,291.36,0.6193,344.46,0.95
0.6193,344.46,0.95,0.00,12.46,301.78,291.31,0.6167,344.46,0.95
0.6167,344.46,0.95,0.00,12.53,301.88,291.40,0.6141,344.46,0.95
0.6141,344.46,0.95,0.06,12.42,301.87,291.27,0.6121,344.46,0.95
0.6121,344.46,0.95,0.02,12.54,301.88,291.06,0.6098,344.46,0.95
0.6098,344.46,0.95,0.04,12.57,301.86,290.98,0.6077,344.46,0.95
0.6077,344.46,0.95,0.07,12.48,301.71,290.98,0.6059,344.46,0.95
0.6059,344.46,0.95,0.12,12.42,301.63,290.88,0.6048,344.45,0.95
0.6048,344.45,0.95,0.18,12.53,301.58,290.86,0.6043,344.44,0.95
0.6043,344.44,0.95,0.28,12.58,301.65,290.90,0.6051,344.43,0.95
0.6051,344.43,0.95,0.28,12.45,301.68,290.89,0.6059,344.42,0.95
0.6059,344.42,0.95,0.28,12.50,301.55,290.91,0.6066,344.41,0.95
0.6066,344.41,0.95,0.28,12.47,301.54,290.93,0.6074,344.40,0.95
0.6074,344.40,0.95,0.35,12.30,301.67,290.83,0.6090,344.38,0.95
0.6090,344.38,0.95,0.27,12.11,301.73,290.95,0.6096,344.37,0.95
0.6096,344.37,0.95,0.27,12.15,301.46,290.84,0.6101,344.36,0.95
0.6101,344.36,0.95,0.28,12.01,301.49,290.74,0.6108,344.35,0.95
0.6108,344.35,0.95,0.30,12.07,301.34,290.78,0.6116,344.33,0.95
0.6116,344.33,0.95,0.24,12.12,301.67,290.74,0.6118,344.32,0.95
0.6118,344.32,0.95,0.17,12.08,301.57,290.76,0.6112,344.32,0.95
0.6112,344.32,0.95,0.29,12.00,301.51,290.57,0.6120,344.30,0.95
0.6120,344.30,0.95,0.42,12.13,301.63,290.43,0.6143,344.28,0.95
0.6143,344.28,0.95,0.30,12.14,301.58,290.44,0.6152,344.27,0.95
0.6152,344.27,0.95,0.21,12.19,301.63,290.39,0.6151,344.26,0.95
0.6151,344.26,0.95,0.14,12.14,301.47,290.54,0.6141,344.26,0.95
0.6141,344.26,0.95,0.02,12.03,301.46,290.60,0.6118,344.26,0.95
0.6118,344.26,0.95,0.00,12.04,301.58,290.66,0.6093,344.26,0.95
0.6093,344.26,0.95,0.00,12.01,301.74,290.60,0.6067,344.26,0.95
0.6067,344.26,0.95,0.00,11.94,301.75,290.67,0.6042,344.26,0.95
0.6042,344.26,0.95,0.00,12.09,301.72,290.62,0.6017,344.26,0.95
0.6017,344.26,0.95,0.00,12.10,301.80,290.47,0.5992,344.26,0.95
0.5992,344.26,0.95,0.03,12.17,301.95,290.45,0.5970,344.25,0.95
0.5970,344.25,0.95,0.07,12.30,301.94,290.47,0.5953,344.25,0.95
0.5953,344.25,0.95,0.34,12.34,302.00,290.55,0.5969,344.24,0.95
0.5969,344.24,0.95,0.21,12.38,302.12,290.51,0.5968,344.23,0.95
0.5968,344.23,0.95,0.24,12.45,302.14,290.59,0.5972,344.22,0.95
0.5972,344.22,0.95,0.19,12.43,301.96,290.51,0.5970,344.21,0.95
0.5970,344.21,0.95,0.14,12.58,302.07,290.51,0.5961,344.20,0.95
0.5961,344.20,0.95,0.17,12.64,302.25,290.43,0.5957,344.20,0.95
0.5957,344.20,0.95,0.00,12.73,302.10,290.41,0.5933,344.20,0.95
0.5933,344.20,0.95,0.03,12.79,301.96,290.34,0.5912,344.20,0.95
0.5912,344.20,0.95,0.21,12.72,302.00,290.12,0.5913,344.19,0.95
0.5913,344.19,0.95,0.21,12.90,302.14,290.12,0.5914,344.18,0.95
0.5914,344.18,0.95,0.10,12.91,302.09,290.12,0.5902,344.17,0.95
0.5902,344.17,0.95,0.15,12.86,301.98,290.06,0.5896,344.17,0.95
0.5896,344.17,0.95,0.23,12.93,301.91,290.06,0.5900,344.16,0.95
0.5900,344.16,0.95,0.25,12.95,301.84,290.09,0.5906,344.15,0.95
0.5906,344.15,0.95,0.15,12.94,301.85,290.05,0.5900,344.14,0.95
0.5900,344.14,0.95,0.20,13.02,301.93,290.09,0.5901,344.13,0.95
0.5901,344.13,0.95,0.18,13.05,301.87,290.04,0.5899,344.12,0.95
0.5899,344.12,0.95,0.15,12.93,301.88,290.05,0.5893,344.12,0.95
0.5893,344.12,0.95,0.13,13.05,301.83,290.07,0.5885,344.11,0.95
0.5885,344.11,0.96,0.07,13.26,301.84,289.93,0.5870,344.11,0.96
0.5870,344.11,0.96,0.07,13.36,301.77,289.86,0.5854,344.11,0.96
0.5854,344.11,0.96,0.17,13.48,301.87,289.84,0.5852,344.10,0.96
0.5852,344.10,0.96,0.29,13.68,301.92,289.69,0.5865,344.09,0.96
0.5865,344.09,0.96,0.23,13.77,302.13,289.55,0.5872,344.08,0.96
0.5872,344.08,0.96,0.26,13.53,302.19,289.40,0.5881,344.07,0.96
0.5881,344.07,0.96,0.43,13.55,302.15,289.46,0.5913,344.05,0.96
0.5913,344.05,0.96,0.44,13.32,302.18,289.28,0.5944,344.03,0.96
0.5944,344.03,0.96,0.37,13.24,302.12,289.22,0.5966,344.02,0.95
0.5966,344.02,0.95,0.49,13.00,301.95,289.35,0.6002,343.99,0.95
0.6002,343.99,0.95,0.48,13.21,301.85,289.28,0.6039,343.97,0.95
0.6039,343.97,0.95,0.53,13.03,301.81,289.26,0.6080,343.95,0.95
0.6080,343.95,0.95,0.54,12.99,301.77,289.22,0.6122,343.93,0.95
0.6122,343.93,0.95,0.44,12.96,301.73,289.06,0.6151,343.91,0.95
0.6151,343.91,0.95,0.44,13.03,301.69,289.12,0.6181,343.89,0.95
0.6181,343.89,0.95,0.31,13.04,301.65,289.08,0.6195,343.88,0.95
0.6195,343.88,0.95,0.20,13.03,301.63,289.09,0.6195,343.87,0.95
0.6195,343.87,0.95,0.29,12.97,301.56,289.00,0.6206,343.86,0.95
0.6206,343.86,0.95,0.07,12.91,301.58,288.93,0.6190,343.86,0.95
0.6190,343.86,0.95,0.03,12.98,301.46,288.89,0.6168,343.85,0.95
0.6168,343.85,0.95,0.00,13.02,301.56,288.74,0.6143,343.85,0.95
0.6143,343.85,0.95,0.06,13.24,301.56,288.75,0.6126,343.85,0.95
0.6126,343.85,0.95,0.08,13.28,301.56,288.85,0.6111,343.85,0.95
0.6111,343.85,0.95,0.00,13.30,301.53,288.80,0.6086,343.85,0.95
0.6086,343.85,0.95,0.09,13.19,301.59,288.70,0.6073,343.84,0.95
0.6073,343.84,0.95,0.20,13.13,301.57,288.71,0.6074,343.84,0.95
0.6074,343.84,0.95,0.22,13.21,301.50,288.78,0.6077,343.83,0.95
0.6077,343.83,0.95,0.35,13.11,301.41,288.74,0.6096,343.81,0.95
0.6096,343.81,0.95,0.24,13.22,301.45,288.74,0.6102,343.80,0.95
0.6102,343.80,0.95,0.33,13.29,301.44,288.85,0.6119,343.79,0.95
0.6119,343.79,0.95,0.35,13.49,301.52,288.81,0.6139,343.77,0.95
0.6139,343.77,0.95,0.25,13.52,301.57,288.83,0.6146,343.76,0.95
0.6146,343.76,0.95,0.20,13.44,301.78,288.62,0.6147,343.75,0.95
0.6147,343.75,0.95,0.19,13.58,301.68,288.65,0.6147,343.75,0.95
0.6147,343.75,0.95,0.24,13.60,301.75,288.65,0.6153,343.74,0.95
0.6153,343.74,0.95,0.36,13.61,301.65,288.56,0.6175,343.72,0.95
0.6175,343.72,0.95,0.25,13.67,301.70,288.71,0.6183,343.71,0.95
0.6183,343.71,0.95,0.27,13.69,301.52,288.67,0.6194,343.70,0.95
0.6194,343.70,0.96,0.37,13.90,301.60,288.68,0.6218,343.68,0.96
0.6218,343.68,0.96,0.33,14.11,301.59,288.76,0.6238,343.67,0.96
0.6238,343.67,0.96,0.28,14.12,301.54,288.72,0.6252,343.66,0.96
0.6252,343.66,0.96,0.19,14.03,301.58,288.77,0.6252,343.65,0.96
0.6252,343.65,0.96,0.40,14.07,301.47,288.85,0.6281,343.63,0.96
0.6281,343.63,0.96,0.29,14.17,301.66,288.81,0.6296,343.62,0.96
0.6296,343.62,0.96,0.22,14.15,301.50,288.91,0.6301,343.61,0.96
0.6301,343.61,0.96,0.16,14.17,301.47,288.64,0.6297,343.60,0.96
0.6297,343.60,0.96,0.03,14.31,301.71,288.65,0.6276,343.60,0.96
0.6276,343.60,0.96,0.10,14.43,301.69,288.63,0.6264,343.60,0.96
0.6264,343.60,0.96,0.22,14.36,301.63,288.57,0.6270,343.59,0.96
0.6270,343.59,0.96,0.02,14.61,301.65,288.67,0.6248,343.59,0.96
0.6248,343.59,0.96,0.08,14.64,301.60,288.62,0.6234,343.59,0.96
0.6234,343.59,0.96,0.00,14.84,301.72,288.57,0.6210,343.59,0.96
0.6210,343.59,0.96,0.12,14.76,301.67,288.79,0.6202,343.58,0.96
0.6202,343.58,0.96,0.05,14.82,301.60,288.78,0.6184,343.58,0.96
0.6184,343.58,0.96,0.00,14.91,301.58,288.88,0.6160,343.58,0.96
0.6160,343.58,0.96,0.00,15.00,301.61,289.04,0.6135,343.58,0.96
0.6135,343.58,0.96,0.14,14.93,301.58,289.10,0.6131,343.57,0.96
0.6131,343.57,0.96,0.20,14.86,301.50,289.06,0.6134,343.56,0.96
0.6134,343.56,0.96,0.07,14.89,301.56,289.11,0.6120,343.56,0.96
0.6120,343.56,0.96,0.05,14.72,301.45,289.02,0.6103,343.56,0.96
0.6103,343.56,0.96,0.00,14.68,301.42,289.24,0.6079,343.56,0.96
0.6079,343.56,0.96,0.15,14.67,301.34,289.26,0.6076,343.55,0.96
0.6076,343.55,0.96,0.29,14.70,301.33,289.47,0.6093,343.54,0.96
0.6093,343.54,0.96,0.44,14.71,301.36,289.47,0.6132,343.52,0.96
0.6132,343.52,0.96,0.37,14.77,301.23,289.37,0.6160,343.51,0.96
0.6160,343.51,0.96,0.39,14.77,301.16,289.52,0.6191,343.49,0.96
0.6191,343.49,0.96,0.50,14.69,301.18,289.57,0.6237,343.47,0.96
0.6237,343.47,0.96,0.49,14.61,301.16,289.71,0.6281,343.45,0.96
0.6281,343.45,0.96,0.44,14.69,301.01,289.62,0.6319,343.43,0.96
0.6319,343.43,0.96,0.34,14.85,300.82,289.79,0.6343,343.41,0.96
0.6343,343.41,0.96,0.33,14.90,300.85,289.81,0.6366,343.40,0.96
0.6366,343.40,0.96,0.21,15.00,300.83,289.84,0.6371,343.39,0.96
0.6371,343.39,0.96,0.18,15.00,300.82,289.88,0.6372,343.38,0.96
0.6372,343.38,0.96,0.34,15.00,300.95,289.72,0.6397,343.37,0.96
0.6397,343.37,0.96,0.24,15.00,300.99,289.79,0.6406,343.36,0.96
0.6406,343.36,0.96,0.42,15.00,301.06,289.83,0.6441,343.34,0.96
0.6441,343.34,0.96,0.46,15.00,300.92,289.79,0.6482,343.32,0.96
0.6482,343.32,0.96,0.55,15.00,300.97,289.66,0.6536,343.30,0.96
0.6536,343.30,0.96,0.74,15.00,301.07,289.53,0.6617,343.27,0.96
0.6617,343.27,0.96,0.84,15.00,301.08,289.66,0.6713,343.23,0.96
0.6713,343.23,0.96,0.91,15.00,301.17,289.75,0.6818,343.19,0.95
0.6818,343.19,0.95,0.86,14.96,301.11,289.83,0.6914,343.16,0.95
0.6914,343.16,0.95,0.77,14.82,301.17,289.78,0.6996,343.13,0.95
0.6996,343.13,0.95,0.78,14.79,301.12,289.73,0.7079,343.09,0.95
0.7079,343.09,0.95,0.77,14.74,300.96,289.60,0.7160,343.06,0.95
0.7160,343.06,0.95,0.57,14.74,300.91,289.62,0.7212,343.04,0.95
0.7212,343.04,0.95,0.53,14.90,300.54,289.57,0.7260,343.01,0.95
0.7260,343.01,0.95,0.57,14.91,300.53,289.55,0.7312,342.99,0.95
0.7312,342.99,0.95,0.51,14.82,300.48,289.69,0.7357,342.97,0.95
0.7357,342.97,0.95,0.56,14.64,300.38,289.56,0.7407,342.94,0.95
0.7407,342.94,0.95,0.63,14.73,300.27,289.43,0.7466,342.92,0.95
0.7466,342.92,0.95,0.56,14.62,300.15,289.51,0.7516,342.89,0.95
0.7516,342.89,0.95,0.66,14.60,300.29,289.51,0.7579,342.87,0.95
0.7579,342.87,0.95,0.48,14.57,300.17,289.58,0.7616,342.85,0.95
0.7616,342.85,0.95,0.47,14.50,300.06,289.49,0.7652,342.83,0.95
0.7652,342.83,0.95,0.56,14.56,299.98,289.53,0.7701,342.80,0.95
0.7701,342.80,0.95,0.54,14.62,300.03,289.65,0.7748,342.78,0.95
0.7748,342.78,0.95,0.61,14.64,300.13,289.42,0.7804,342.75,0.95
0.7804,342.75,0.95,0.76,14.68,300.13,289.53,0.7881,342.72,0.95
0.7881,342.72,0.95,0.73,14.74,300.11,289.76,0.7954,342.69,0.95
0.7954,342.69,0.95,0.65,14.69,300.14,289.78,0.8014,342.66,0.95
0.8014,342.66,0.95,0.68,14.72,300.05,289.83,0.8078,342.63,0.95
0.8078,342.63,0.94,0.68,14.64,300.11,289.91,0.8143,342.60,0.94
0.8143,342.60,0.94,0.70,14.77,300.18,289.85,0.8211,342.57,0.94
0.8211,342.57,0.94,0.59,14.81,300.29,289.82,0.8264,342.55,0.94
0.8264,342.55,0.94,0.57,14.98,300.33,289.82,0.8315,342.52,0.94
0.8315,342.52,0.94,0.53,14.99,300.35,289.87,0.8360,342.50,0.94
0.8360,342.50,0.94,0.49,14.80,300.43,289.59,0.8398,342.48,0.94
0.8398,342.48,0.94,0.50,14.55,300.34,289.55,0.8436,342.46,0.94
0.8436,342.46,0.94,0.61,14.54,300.23,289.65,0.8488,342.43,0.94
0.8488,342.43,0.94,0.68,14.54,300.22,289.61,0.8551,342.41,0.94
0.8551,342.41,0.94,0.73,14.60,300.19,289.71,0.8620,342.37,0.94
0.8620,342.37,0.94,0.55,14.64,300.31,289.81,0.8665,342.35,0.94
0.8665,342.35,0.94,0.53,14.72,300.50,289.90,0.8707,342.33,0.94
0.8707,342.33,0.94,0.48,14.79,300.34,289.79,0.8743,342.31,0.94
0.8743,342.31,0.94,0.50,14.87,300.43,289.86,0.8782,342.29,0.94
0.8782,342.29,0.94,0.53,14.90,300.39,289.89,0.8824,342.27,0.94
0.8824,342.27,0.94,0.63,14.89,300.46,289.92,0.8881,342.24,0.94
0.8881,342.24,0.94,0.65,14.95,300.48,289.80,0.8941,342.21,0.94
0.8941,342.21,0.94,0.60,15.00,300.49,289.77,0.8994,342.19,0.94
0.8994,342.19,0.94,0.41,14.96,300.58,289.82,0.9019,342.17,0.94
0.9019,342.17,0.94,0.41,15.00,300.55,289.67,0.9046,342.15,0.94
0.9046,342.15,0.94,0.56,14.86,300.60,289.74,0.9092,342.13,0.94
0.9092,342.13,0.94,0.54,14.94,300.53,289.86,0.9136,342.11,0.94
0.9136,342.11,0.94,0.42,14.88,300.46,289.88,0.9162,342.09,0.94
0.9162,342.09,0.94,0.41,14.96,300.70,289.84,0.9187,342.07,0.94
0.9187,342.07,0.94,0.32,14.92,300.87,289.90,0.9199,342.06,0.94
0.9199,342.06,0.94,0.33,15.00,300.82,289.82,0.9213,342.05,0.94
0.9213,342.05,0.94,0.22,15.00,300.85,289.71,0.9212,342.04,0.94
0.9212,342.04,0.94,0.02,14.97,300.91,289.74,0.9182,342.04,0.94
0.9182,342.04,0.94,0.01,15.00,300.87,289.63,0.9151,342.04,0.94
0.9151,342.04,0.94,0.08,15.00,300.81,289.69,0.9129,342.03,0.94
0.9129,342.03,0.94,0.14,14.99,300.92,289.76,0.9116,342.03,0.94
0.9116,342.03,0.94,0.20,14.86,300.72,289.67,0.9112,342.02,0.94
0.9112,342.02,0.94,0.13,14.94,300.75,289.75,0.9097,342.01,0.94
0.9097,342.01,0.94,0.15,14.90,300.68,289.79,0.9086,342.01,0.94
0.9086,342.01,0.94,0.16,15.00,300.53,289.69,0.9077,342.00,0.94
0.9077,342.00,0.94,0.41,15.00,300.71,289.88,0.9102,341.98,0.94
0.9102,341.98,0.94,0.39,15.00,300.82,289.90,0.9125,341.97,0.94
0.9125,341.97,0.94,0.57,15.00,300.74,289.82,0.9174,341.95,0.94
0.9174,341.95,0.94,0.52,14.95,300.81,289.75,0.9214,341.92,0.94
0.9214,341.92,0.94,0.55,14.90,300.93,289.83,0.9259,341.90,0.94
0.9259,341.90,0.94,0.45,14.92,300.91,289.81,0.9290,341.88,0.94
0.9290,341.88,0.94,0.38,14.92,300.96,289.91,0.9311,341.87,0.94
0.9311,341.87,0.94,0.23,14.91,301.07,289.89,0.9310,341.86,0.94
0.9310,341.86,0.94,0.30,14.84,301.20,289.66,0.9320,341.85,0.94
0.9320,341.85,0.94,0.18,14.82,301.02,289.55,0.9312,341.84,0.94
0.9312,341.84,0.94,0.12,14.85,301.01,289.54,0.9296,341.83,0.94
0.9296,341.83,0.94,0.21,14.69,301.10,289.57,0.9293,341.83,0.94
0.9293,341.83,0.94,0.16,14.71,301.11,289.60,0.9283,341.82,0.94
0.9283,341.82,0.94,0.06,14.61,300.98,289.71,0.9259,341.82,0.94
0.9259,341.82,0.94,0.09,14.48,301.03,289.68,0.9239,341.81,0.94
0.9239,341.81,0.94,0.10,14.37,300.97,289.75,0.9221,341.81,0.94
0.9221,341.81,0.94,0.11,14.36,300.79,289.87,0.9204,341.80,0.94
0.9204,341.80,0.94,0.00,14.26,300.82,289.79,0.9172,341.80,0.94
0.9172,341.80,0.94,0.00,14.34,300.99,289.70,0.9140,341.80,0.94
0.9140,341.80,0.94,0.01,14.18,300.99,289.74,0.9110,341.80,0.94
0.9110,341.80,0.94,0.00,14.13,300.97,289.62,0.9078,341.80,0.94
0.9078,341.80,0.94,0.10,14.29,300.94,289.56,0.9060,341.80,0.94
0.9060,341.80,0.94,0.00,14.32,301.00,289.49,0.9029,341.80,0.94
0.9029,341.80,0.94,0.28,14.35,301.03,289.53,0.9036,341.79,0.94
0.9036,341.79,0.94,0.38,14.40,300.84,289.44,0.9056,341.77,0.94
0.9056,341.77,0.94,0.23,14.37,300.76,289.41,0.9055,341.76,0.94
0.9055,341.76,0.94,0.22,14.32,300.89,289.47,0.9054,341.75,0.94
0.9054,341.75,0.94,0.23,14.29,300.84,289.33,0.9054,341.74,0.94
0.9054,341.74,0.94,0.12,14.33,300.76,289.36,0.9038,341.74,0.94
0.9038,341.74,0.94,0.16,14.46,300.78,289.24,0.9029,341.73,0.94
0.9029,341.73,0.94,0.25,14.26,300.78,289.05,0.9032,341.72,0.94
0.9032,341.72,0.94,0.19,14.40,300.70,288.93,0.9027,341.72,0.94
0.9027,341.72,0.94,0.25,14.51,300.53,288.98,0.9030,341.70,0.94
0.9030,341.70,0.94,0.13,14.74,300.60,289.05,0.9018,341.70,0.94
0.9018,341.70,0.94,0.05,14.62,300.76,288.86,0.8994,341.70,0.94
0.8994,341.70,0.94,0.11,14.60,300.82,288.70,0.8979,341.69,0.94
0.8979,341.69,0.94,0.09,14.57,300.93,288.73,0.8960,341.69,0.94
0.8960,341.69,0.94,0.13,14.62,301.06,288.71,0.8946,341.68,0.94
0.8946,341.68,0.94,0.16,14.68,301.22,288.66,0.8939,341.68,0.94
0.8939,341.68,0.94,0.21,14.70,301.28,288.62,0.8937,341.67,0.94
0.8937,341.67,0.94,0.27,14.68,301.18,288.75,0.8944,341.66,0.94
0.8944,341.66,0.94,0.28,14.63,301.14,288.81,0.8952,341.65,0.94
0.8952,341.65,0.94,0.41,14.55,301.09,288.91,0.8977,341.63,0.94
0.8977,341.63,0.94,0.57,14.39,300.93,288.97,0.9023,341.61,0.94
0.9023,341.61,0.94,0.81,14.43,300.85,289.08,0.9102,341.57,0.94
0.9102,341.57,0.94,0.77,14.43,300.75,289.28,0.9175,341.54,0.94
0.9175,341.54,0.94,0.69,14.40,300.71,289.34,0.9237,341.51,0.94
0.9237,341.51,0.94,0.63,14.50,300.79,289.32,0.9292,341.49,0.94
0.9292,341.49,0.94,0.54,14.44,300.68,289.29,0.9333,341.47,0.94
0.9333,341.47,0.94,0.53,14.52,300.45,289.21,0.9374,341.44,0.94
0.9374,341.44,0.94,0.46,14.56,300.51,289.24,0.9406,341.43,0.94
0.9406,341.43,0.93,0.54,14.43,300.35,289.20,0.9447,341.40,0.93
0.9447,341.40,0.93,0.50,14.44,300.34,289.37,0.9483,341.38,0.93
0.9483,341.38,0.93,0.49,14.35,300.53,289.24,0.9516,341.36,0.93
0.9516,341.36,0.93,0.49,14.34,300.56,289.36,0.9550,341.34,0.93
0.9550,341.34,0.93,0.42,14.20,300.57,289.37,0.9573,341.33,0.93
0.9573,341.33,0.93,0.31,14.20,300.68,289.42,0.9583,341.31,0.93
0.9583,341.31,0.93,0.36,14.24,300.72,289.59,0.9599,341.30,0.93
0.9599,341.30,0.93,0.38,14.38,300.82,289.66,0.9619,341.28,0.93
0.9619,341.28,0.93,0.33,14.22,300.70,289.66,0.9630,341.27,0.93
0.9630,341.27,0.93,0.35,14.30,300.74,289.82,0.9645,341.26,0.93
0.9645,341.26,0.93,0.28,14.44,300.81,289.81,0.9650,341.24,0.93
0.9650,341.24,0.93,0.43,14.41,300.89,289.94,0.9676,341.23,0.93
0.9676,341.23,0.93,0.27,14.42,300.96,290.09,0.9680,341.22,0.93
0.9680,341.22,0.93,0.42,14.36,300.83,289.86,0.9705,341.20,0.93
0.9705,341.20,0.93,0.57,14.16,300.83,289.79,0.9747,341.18,0.93
0.9747,341.18,0.93,0.60,14.04,300.94,289.76,0.9793,341.15,0.93
0.9793,341.15,0.93,0.70,14.04,301.02,289.99,0.9853,341.12,0.93
0.9853,341.12,0.93,0.69,13.96,300.91,290.00,0.9911,341.10,0.93
0.9911,341.10,0.93,0.73,14.03,301.06,290.06,0.9973,341.07,0.93
0.9973,341.07,0.93,0.75,13.96,301.10,290.09,1.0037,341.04,0.93
1.0037,341.04,0.93,0.76,13.92,301.18,290.09,1.0103,341.01,0.93
1.0103,341.01,0.93,0.51,13.88,301.04,290.07,1.0137,340.99,0.93
1.0137,340.99,0.93,0.76,14.02,301.11,290.07,1.0203,340.96,0.93
1.0203,340.96,0.93,0.69,13.80,301.02,290.23,1.0258,340.93,0.93
1.0258,340.93,0.93,0.58,13.96,301.01,290.18,1.0300,340.91,0.93
1.0300,340.91,0.93,0.54,14.13,301.05,290.13,1.0337,340.88,0.93
1.0337,340.88,0.93,0.62,14.20,301.23,290.01,1.0385,340.86,0.93
1.0385,340.86,0.93,0.61,14.21,300.98,289.97,1.0432,340.84,0.93
1.0432,340.84,0.93,0.64,13.97,301.12,290.08,1.0482,340.81,0.92
1.0482,340.81,0.92,0.64,13.90,301.09,290.06,1.0530,340.78,0.92
1.0530,340.78,0.92,0.60,13.87,301.08,290.07,1.0574,340.76,0.92
1.0574,340.76,0.92,0.62,13.92,301.12,289.98,1.0619,340.74,0.92
1.0619,340.74,0.92,0.57,13.94,301.19,290.08,1.0659,340.71,0.92
1.0659,340.71,0.92,0.61,13.89,301.08,290.01,1.0703,340.69,0.92
1.0703,340.69,0.92,0.64,13.88,301.05,290.00,1.0751,340.66,0.92
1.0751,340.66,0.92,0.84,13.83,301.08,289.99,1.0823,340.63,0.92
1.0823,340.63,0.92,0.94,14.03,301.11,290.06,1.0911,340.59,0.92
1.0911,340.59,0.92,1.00,14.09,301.03,290.03,1.1007,340.55,0.92
1.1007,340.55,0.92,0.94,14.30,301.01,289.92,1.1096,340.52,0.92
1.1096,340.52,0.92,0.66,14.21,300.94,290.02,1.1147,340.49,0.92
1.1147,340.49,0.92,0.50,14.31,300.91,289.97,1.1178,340.47,0.92
1.1178,340.47,0.92,0.47,14.14,301.02,289.92,1.1204,340.45,0.92
1.1204,340.45,0.92,0.56,13.96,301.09,289.88,1.1240,340.43,0.92
1.1240,340.43,0.92,0.60,13.83,300.94,289.84,1.1282,340.41,0.92
1.1282,340.41,0.92,0.40,13.93,300.96,289.68,1.1298,340.39,0.92
1.1298,340.39,0.92,0.36,14.04,300.85,289.62,1.1310,340.38,0.92
1.1310,340.38,0.92,0.32,14.10,300.82,289.68,1.1316,340.37,0.92
1.1316,340.37,0.92,0.42,14.08,300.64,289.67,1.1335,340.35,0.92
1.1335,340.35,0.92,0.42,14.03,300.58,289.58,1.1355,340.33,0.92
1.1355,340.33,0.92,0.38,13.90,300.78,289.62,1.1369,340.32,0.92
1.1369,340.32,0.92,0.36,13.82,300.87,289.63,1.1379,340.30,0.92
1.1379,340.30,0.92,0.51,13.85,300.87,289.56,1.1409,340.28,0.92
1.1409,340.28,0.92,0.48,13.89,300.94,289.53,1.1435,340.26,0.92
1.1435,340.26,0.92,0.41,13.84,300.87,289.47,1.1453,340.25,0.92
1.1453,340.25,0.92,0.44,13.70,300.98,289.47,1.1473,340.23,0.92
1.1473,340.23,0.92,0.37,13.67,300.94,289.60,1.1484,340.22,0.92
1.1484,340.22,0.92,0.23,13.57,300.84,289.52,1.1478,340.21,0.92
1.1478,340.21,0.92,0.32,13.65,300.69,289.57,1.1483,340.19,0.92
1.1483,340.19,0.92,0.28,13.84,300.81,289.50,1.1483,340.18,0.92
1.1483,340.18,0.92,0.24,13.84,300.80,289.50,1.1479,340.17,0.92
1.1479,340.17,0.92,0.16,13.81,300.82,289.47,1.1465,340.17,0.92
1.1465,340.17,0.92,0.17,13.70,300.91,289.64,1.1451,340.16,0.92
1.1451,340.16,0.92,0.21,13.73,300.72,289.62,1.1443,340.15,0.92
1.1443,340.15,0.92,0.10,13.65,300.68,289.74,1.1421,340.15,0.92
1.1421,340.15,0.92,0.03,13.68,300.71,289.72,1.1390,340.15,0.92
1.1390,340.15,0.92,0.04,13.64,300.87,289.62,1.1361,340.15,0.92
1.1361,340.15,0.92,0.12,13.60,300.80,289.67,1.1341,340.14,0.92
